disno,dyindex,statea,namea,stateb,nameb,strtday,strtmnth,strtyr,year,endday,endmnth,endyear,outcome,settlmnt,fatlev,highact,hihost,recip,noinit,notarg,sideaa,revstata,revtypea,fatleva,highmcaa,hihosta,orignata,sideab,revstatb,revtypeb,fatlevb,highmcab,hihostb,orignatb,rolea,roleb,war,durindx,duration,cumdurat,mid5hiact,mid5hiacta,mid5hiactb,ongo2014,new,change,changetype_1,changetype_2
4567,4567.001,820,MAL,850,INS,2,3,2005,2005,29,7,2005,Statlemate,None,None,Alert,3,0,1,1,1,1,2,None,Show of planes,3,1,0,0,0,None,Alert,3,1,1,3,0,1,150,150,Alert,Show of Force,Alert,No,No,No,None,None
4567,4567.001,850,INS,820,MAL,2,3,2005,2005,29,7,2005,Statlemate,None,None,Alert,3,0,1,1,0,0,0,None,Alert,3,1,1,1,2,None,Show of planes,3,1,3,1,0,1,150,150,Alert,Alert,Show of Force,No,No,No,None,None
4568,4568.001,2,USA,770,PAK,8,5,2005,2005,8,5,2005,Statlemate,None,None,Raid,4,0,1,1,1,1,2,None,Raid,4,1,0,0,0,None,No military action,1,1,1,3,0,1,1,1,Attack,Attack,None,No,No,No,None,None
4568,4568.001,770,PAK,2,USA,8,5,2005,2005,8,5,2005,Statlemate,None,None,Raid,4,0,1,1,0,0,0,None,No military action,1,1,1,1,2,None,Raid,4,1,3,1,0,1,1,1,Attack,None,Attack,No,No,No,None,None
4569,4569.001,800,THI,811,CAM,13,5,2005,2005,17,5,2005,Statlemate,None,None,Fortify border,3,0,1,1,1,0,0,None,Fortify border,3,1,0,1,2,None,Fortify border,3,1,3,1,0,1,5,5,Fortify Border,Fortify Border,Fortify Border,No,No,No,None,None
4569,4569.001,811,CAM,800,THI,13,5,2005,2005,17,5,2005,Statlemate,None,None,Fortify border,3,0,1,1,0,1,2,None,Fortify border,3,1,1,0,0,None,Fortify border,3,1,1,3,0,1,5,5,Fortify Border,Fortify Border,Fortify Border,No,No,No,None,None
4570,4570.001,800,THI,820,MAL,22,9,2005,2005,22,10,2005,Statlemate,None,None,Fortify border,3,0,1,1,1,0,0,None,No military action,1,1,0,0,0,None,Fortify border,3,1,3,1,0,1,31,31,Fortify Border,None,Fortify Border,No,No,No,None,None
4570,4570.001,820,MAL,800,THI,22,9,2005,2005,22,10,2005,Statlemate,None,None,Fortify border,3,0,1,1,0,0,0,None,Fortify border,3,1,1,0,0,None,No military action,1,1,1,3,0,1,31,31,Fortify Border,Fortify Border,None,No,No,No,None,None
4571,4571.001,2,USA,770,PAK,30,11,2005,2005,14,1,2006,Ongoing,Ongoing,None,Raid,4,0,1,1,1,1,2,None,Raid,4,1,0,0,0,None,No military action,1,1,1,3,0,1,32,32,Attack,Attack,None,No,No,No,None,None
4571,4571.001,2,USA,770,PAK,30,11,2005,2006,14,1,2006,Statlemate,None,None,Raid,4,0,1,1,1,1,2,None,Raid,4,1,0,0,0,None,No military action,1,1,1,3,0,2,15,47,Attack,Attack,None,No,No,No,None,None
4571,4571.001,770,PAK,2,USA,30,11,2005,2005,14,1,2006,Ongoing,Ongoing,None,Raid,4,0,1,1,0,0,0,None,No military action,1,1,1,1,2,None,Raid,4,1,3,1,0,1,32,32,Attack,None,Attack,No,No,No,None,None
4571,4571.001,770,PAK,2,USA,30,11,2005,2006,14,1,2006,Statlemate,None,None,Raid,4,0,1,1,0,0,0,None,No military action,1,1,1,1,2,None,Raid,4,1,3,1,0,2,15,47,Attack,None,Attack,No,No,No,None,None
4572,4572.001,800,THI,820,MAL,20,2,2006,2006,20,2,2006,Unclear,Unclear,None,Seizure,4,0,1,1,1,0,0,None,Seizure,4,1,0,0,0,None,Border violation,3,1,3,1,0,1,1,1,Seizure of material/personnel,Seizure of material/personnel,Border violation,No,No,No,None,None
4572,4572.001,820,MAL,800,THI,20,2,2006,2006,20,2,2006,Unclear,Unclear,None,Seizure,4,0,1,1,0,0,0,None,Border violation,3,1,1,0,0,None,Seizure,4,1,1,3,0,1,1,1,Seizure of material/personnel,Border violation,Seizure of material/personnel,No,No,No,None,None
4573,4573.001,700,AFG,770,PAK,26,4,2006,2006,26,4,2006,Statlemate,None,None,Clash,4,1,1,1,1,0,0,None,Clash,4,1,0,0,0,None,Clash,4,1,3,1,0,1,1,1,Clash,Clash,Clash,No,No,No,None,None
4573,4573.001,770,PAK,700,AFG,26,4,2006,2006,26,4,2006,Statlemate,None,None,Clash,4,1,1,1,0,0,0,None,Clash,4,1,1,0,0,None,Clash,4,1,1,3,0,1,1,1,Clash,Clash,Clash,No,No,No,None,None
4574,4574.001,775,MYA,800,THI,11,7,2006,2006,11,7,2006,Statlemate,None,None,Fortify border,3,0,1,1,1,0,0,None,No military action,1,1,0,0,0,None,Fortify border,3,1,3,1,0,1,1,1,Fortify Border,None,Fortify Border,No,No,No,None,None
4574,4574.001,800,THI,775,MYA,11,7,2006,2006,11,7,2006,Statlemate,None,None,Fortify border,3,0,1,1,0,0,0,None,Fortify border,3,1,1,0,0,None,No military action,1,1,1,3,0,1,1,1,Fortify Border,Fortify Border,None,No,No,No,None,None
4575,4575.001,2,USA,770,PAK,30,10,2006,2006,31,12,2010,Ongoing,Ongoing,None,Raid,4,0,1,1,1,1,2,None,Raid,4,1,0,0,0,None,No military action,1,1,1,3,0,1,63,63,Attack,Attack,None,No,No,No,None,None
4575,4575.001,2,USA,770,PAK,30,10,2006,2007,31,12,2010,Ongoing,Ongoing,None,Raid,4,0,1,1,1,1,2,None,Raid,4,1,0,0,0,None,No military action,1,1,1,3,0,2,365,428,Attack,Attack,None,No,No,No,None,None
4575,4575.001,2,USA,770,PAK,30,10,2006,2008,31,12,2010,Ongoing,Ongoing,None,Raid,4,0,1,1,1,1,2,None,Raid,4,1,0,0,0,None,No military action,1,1,1,3,0,3,366,794,Attack,Attack,None,No,No,No,None,None
4575,4575.001,2,USA,770,PAK,30,10,2006,2009,31,12,2010,Ongoing,Ongoing,None,Raid,4,0,1,1,1,1,2,None,Raid,4,1,0,0,0,None,No military action,1,1,1,3,0,4,365,1159,Attack,Attack,None,No,No,No,None,None
4575,4575.001,2,USA,770,PAK,30,10,2006,2010,31,12,2010,Statlemate,None,None,Raid,4,0,1,1,1,1,2,None,Raid,4,1,0,0,0,None,No military action,1,1,1,3,0,5,365,1524,Attack,Attack,None,No,No,No,None,None
4575,4575.001,770,PAK,2,USA,30,10,2006,2006,31,12,2010,Ongoing,Ongoing,None,Raid,4,0,1,1,0,0,0,None,No military action,1,1,1,1,2,None,Raid,4,1,3,1,0,1,63,63,Attack,None,Attack,No,No,No,None,None
4575,4575.001,770,PAK,2,USA,30,10,2006,2007,31,12,2010,Ongoing,Ongoing,None,Raid,4,0,1,1,0,0,0,None,No military action,1,1,1,1,2,None,Raid,4,1,3,1,0,2,365,428,Attack,None,Attack,No,No,No,None,None
4575,4575.001,770,PAK,2,USA,30,10,2006,2008,31,12,2010,Ongoing,Ongoing,None,Raid,4,0,1,1,0,0,0,None,No military action,1,1,1,1,2,None,Raid,4,1,3,1,0,3,366,794,Attack,None,Attack,No,No,No,None,None
4575,4575.001,770,PAK,2,USA,30,10,2006,2009,31,12,2010,Ongoing,Ongoing,None,Raid,4,0,1,1,0,0,0,None,No military action,1,1,1,1,2,None,Raid,4,1,3,1,0,4,365,1159,Attack,None,Attack,No,No,No,None,None
4575,4575.001,770,PAK,2,USA,30,10,2006,2010,31,12,2010,Statlemate,None,None,Raid,4,0,1,1,0,0,0,None,No military action,1,1,1,1,2,None,Raid,4,1,3,1,0,5,365,1524,Attack,None,Attack,No,No,No,None,None
4576,4576.001,700,AFG,770,PAK,20,12,2006,2006,17,5,2007,Ongoing,Ongoing,None,Clash,4,1,1,1,1,0,0,None,Clash,4,1,0,0,0,None,Clash,4,1,1,3,0,1,12,12,Clash,Clash,Clash,No,No,No,None,None
4576,4576.001,700,AFG,770,PAK,20,12,2006,2007,17,5,2007,Statlemate,None,0-25,Clash,4,1,1,1,1,0,0,0-25,Clash,4,1,0,0,0,0-25,Clash,4,1,1,3,0,2,138,150,Clash,Clash,Clash,No,No,No,None,None
4576,4576.001,770,PAK,700,AFG,20,12,2006,2006,17,5,2007,Ongoing,Ongoing,None,Clash,4,1,1,1,0,0,0,None,Clash,4,1,1,0,0,None,Clash,4,1,3,1,0,1,12,12,Clash,Clash,Clash,No,No,No,None,None
4576,4576.001,770,PAK,700,AFG,20,12,2006,2007,17,5,2007,Statlemate,None,0-25,Clash,4,1,1,1,0,0,0,0-25,Clash,4,1,1,0,0,0-25,Clash,4,1,3,1,0,2,138,150,Clash,Clash,Clash,No,No,No,None,None
4577,4577.001,2,USA,770,PAK,22,1,2007,2007,27,2,2007,Statlemate,None,0-25,Raid,4,0,1,1,1,1,2,None,Raid,4,1,0,0,0,0-25,No military action,1,1,1,3,0,1,37,37,Attack,Attack,None,No,No,No,None,None
4577,4577.001,770,PAK,2,USA,22,1,2007,2007,27,2,2007,Statlemate,None,0-25,Raid,4,0,1,1,0,0,0,0-25,No military action,1,1,1,1,2,None,Raid,4,1,3,1,0,1,37,37,Attack,None,Attack,No,No,No,None,None
4578,4578.001,630,IRN,700,AFG,14,2,2007,2007,8,9,2007,Statlemate,None,0-25,Clash,4,1,1,1,1,0,0,0-25,Clash,4,1,0,0,0,0-25,Clash,4,1,1,3,0,1,207,207,Clash,Clash,Clash,No,No,No,None,None
4578,4578.001,700,AFG,630,IRN,14,2,2007,2007,8,9,2007,Statlemate,None,0-25,Clash,4,1,1,1,0,0,0,0-25,Clash,4,1,1,0,0,0-25,Clash,4,1,3,1,0,1,207,207,Clash,Clash,Clash,No,No,No,None,None
4579,4579.001,775,MYA,800,THI,21,3,2007,2007,21,3,2007,Statlemate,None,0-25,Raid,4,0,1,1,1,0,0,None,Raid,4,1,0,0,0,0-25,No military action,1,1,1,3,0,1,1,1,Attack,Attack,None,No,No,No,None,None
4579,4579.001,800,THI,775,MYA,21,3,2007,2007,21,3,2007,Statlemate,None,0-25,Raid,4,0,1,1,0,0,0,0-25,No military action,1,1,1,0,0,None,Raid,4,1,3,1,0,1,1,1,Attack,None,Attack,No,No,No,None,None
4580,4580.001,710,CHN,750,IND,14,12,2007,2007,14,12,2007,Statlemate,None,None,Fortify border,3,0,1,1,1,0,0,None,No military action,1,1,0,1,2,None,Fortify border,3,1,3,1,0,1,1,1,Fortify Border,None,Fortify Border,No,No,No,None,None
4580,4580.001,750,IND,710,CHN,14,12,2007,2007,14,12,2007,Statlemate,None,None,Fortify border,3,0,1,1,0,1,2,None,Fortify border,3,1,1,0,0,None,No military action,1,1,1,3,0,1,1,1,Fortify Border,Fortify Border,None,No,No,No,None,None
4581,4581.001,2,USA,770,PAK,29,1,2008,2008,12,3,2009,Ongoing,Ongoing,None,Raid,4,0,1,1,1,1,2,None,Raid,4,1,0,0,0,None,Raid,4,1,1,3,0,1,338,338,Attack,Attack,Attack,No,No,No,None,None
4581,4581.001,2,USA,770,PAK,29,1,2008,2009,12,3,2009,Statlemate,None,None,Raid,4,0,1,1,1,1,2,None,Raid,4,1,0,0,0,None,Raid,4,1,1,3,0,2,72,410,Attack,Attack,Attack,No,No,No,None,None
4581,4581.001,770,PAK,2,USA,29,1,2008,2008,12,3,2009,Ongoing,Ongoing,None,Raid,4,0,1,1,0,0,0,None,Raid,4,1,1,1,2,None,Raid,4,1,3,1,0,1,338,338,Attack,Attack,Attack,No,No,No,None,None
4581,4581.001,770,PAK,2,USA,29,1,2008,2009,12,3,2009,Statlemate,None,None,Raid,4,0,1,1,0,0,0,None,Raid,4,1,1,1,2,None,Raid,4,1,3,1,0,2,72,410,Attack,Attack,Attack,No,No,No,None,None
4582,4582.001,750,IND,771,BNG,1,2,2008,2008,10,2,2008,Statlemate,None,None,Clash,4,1,1,1,1,0,0,None,Clash,4,1,0,0,0,None,Clash,4,1,1,3,0,1,10,10,Clash,Clash,Clash,No,No,No,None,None
4582,4582.001,771,BNG,750,IND,1,2,2008,2008,10,2,2008,Statlemate,None,None,Clash,4,1,1,1,0,0,0,None,Clash,4,1,1,0,0,None,Clash,4,1,3,1,0,1,10,10,Clash,Clash,Clash,No,No,No,None,None
4583,4583.001,630,IRN,700,AFG,9,4,2008,2008,20,4,2008,Statlemate,None,None,Clash,4,1,1,1,1,0,0,None,Clash,4,1,0,0,0,None,Clash,4,1,1,3,0,1,12,12,Clash,Clash,Clash,No,No,No,None,None
4583,4583.001,700,AFG,630,IRN,9,4,2008,2008,20,4,2008,Statlemate,None,None,Clash,4,1,1,1,0,0,0,None,Clash,4,1,1,0,0,None,Clash,4,1,3,1,0,1,12,12,Clash,Clash,Clash,No,No,No,None,None
4584,4584.001,700,AFG,770,PAK,14,4,2008,2008,11,7,2008,Statlemate,None,26-100,Clash,4,1,1,1,1,0,0,0-25,Clash,4,1,0,0,0,0-25,Clash,4,1,1,3,0,1,89,89,Clash,Clash,Clash,No,No,No,None,None
4584,4584.001,770,PAK,700,AFG,14,4,2008,2008,11,7,2008,Statlemate,None,26-100,Clash,4,1,1,1,0,0,0,0-25,Clash,4,1,1,0,0,0-25,Clash,4,1,3,1,0,1,89,89,Clash,Clash,Clash,No,No,No,None,None
4585,4585.001,750,IND,770,PAK,14,5,2008,2008,31,12,2010,Ongoing,Ongoing,None,Clash,4,1,1,1,1,0,0,None,Clash,4,1,0,0,0,None,Clash,4,1,3,1,0,1,232,232,Clash,Clash,Clash,No,No,No,None,None
4585,4585.001,750,IND,770,PAK,14,5,2008,2009,31,12,2010,Ongoing,Ongoing,None,Clash,4,1,1,1,1,0,0,None,Clash,4,1,0,0,0,None,Clash,4,1,3,1,0,2,365,597,Clash,Clash,Clash,No,No,No,None,None
4585,4585.001,750,IND,770,PAK,14,5,2008,2010,31,12,2010,Unclear,Unclear,26-100,Clash,4,1,1,1,1,0,0,0-25,Clash,4,1,0,0,0,0-25,Clash,4,1,3,1,0,3,365,962,Clash,Clash,Clash,No,No,No,None,None
4585,4585.001,770,PAK,750,IND,14,5,2008,2008,31,12,2010,Ongoing,Ongoing,None,Clash,4,1,1,1,0,0,0,None,Clash,4,1,1,0,0,None,Clash,4,1,1,3,0,1,232,232,Clash,Clash,Clash,No,No,No,None,None
4585,4585.001,770,PAK,750,IND,14,5,2008,2009,31,12,2010,Ongoing,Ongoing,None,Clash,4,1,1,1,0,0,0,None,Clash,4,1,1,0,0,None,Clash,4,1,1,3,0,2,365,597,Clash,Clash,Clash,No,No,No,None,None
4585,4585.001,770,PAK,750,IND,14,5,2008,2010,31,12,2010,Unclear,Unclear,26-100,Clash,4,1,1,1,0,0,0,0-25,Clash,4,1,1,0,0,0-25,Clash,4,1,1,3,0,3,365,962,Clash,Clash,Clash,No,No,No,None,None
4586,4586.001,820,MAL,850,INS,23,5,2008,2008,23,5,2008,Statlemate,None,None,Show of Ships,3,0,1,1,1,1,2,None,Show of Ships,3,1,0,0,0,None,No military action,1,1,1,3,0,1,1,1,Show of Force,Show of Force,None,No,No,No,None,None
4586,4586.001,850,INS,820,MAL,23,5,2008,2008,23,5,2008,Statlemate,None,None,Show of Ships,3,0,1,1,0,0,0,None,No military action,1,1,1,1,2,None,Show of Ships,3,1,3,1,0,1,1,1,Show of Force,None,Show of Force,No,No,No,None,None
4587,4587.001,750,IND,780,SRI,12,7,2008,2008,27,10,2008,Statlemate,None,None,Raid,4,0,1,1,1,0,0,None,No military action,1,1,0,1,2,None,Raid,4,1,3,1,0,1,108,108,Attack,None,Attack,No,No,No,None,None
4587,4587.001,780,SRI,750,IND,12,7,2008,2008,27,10,2008,Statlemate,None,None,Raid,4,0,1,1,0,1,2,None,Raid,4,1,1,0,0,None,No military action,1,1,1,3,0,1,108,108,Attack,Attack,None,No,No,No,None,None
4588,4588.001,800,THI,811,CAM,15,7,2008,2008,31,12,2010,Ongoing,Ongoing,None,Clash,4,1,1,1,1,1,1,None,Clash,4,1,0,0,0,None,Clash,4,1,1,3,0,1,170,170,Clash,Clash,Clash,No,No,No,None,None
4588,4588.001,800,THI,811,CAM,15,7,2008,2009,31,12,2010,Ongoing,Ongoing,None,Clash,4,1,1,1,1,1,1,None,Clash,4,1,0,0,0,None,Clash,4,1,1,3,0,2,365,535,Clash,Clash,Clash,No,No,No,None,None
4588,4588.001,800,THI,811,CAM,15,7,2008,2010,31,12,2010,Statlemate,None,0-25,Clash,4,1,1,1,1,1,1,0-25,Clash,4,1,0,0,0,0-25,Clash,4,1,1,3,0,3,365,900,Clash,Clash,Clash,No,No,No,None,None
4588,4588.001,811,CAM,800,THI,15,7,2008,2008,31,12,2010,Ongoing,Ongoing,None,Clash,4,1,1,1,0,0,0,None,Clash,4,1,1,1,1,None,Clash,4,1,3,1,0,1,170,170,Clash,Clash,Clash,No,No,No,None,None
4588,4588.001,811,CAM,800,THI,15,7,2008,2009,31,12,2010,Ongoing,Ongoing,None,Clash,4,1,1,1,0,0,0,None,Clash,4,1,1,1,1,None,Clash,4,1,3,1,0,2,365,535,Clash,Clash,Clash,No,No,No,None,None
4588,4588.001,811,CAM,800,THI,15,7,2008,2010,31,12,2010,Statlemate,None,0-25,Clash,4,1,1,1,0,0,0,0-25,Clash,4,1,1,1,1,0-25,Clash,4,1,3,1,0,3,365,900,Clash,Clash,Clash,No,No,No,None,None
4589,4589.001,850,INS,910,PNG,17,7,2008,2008,17,7,2008,Statlemate,None,None,Raid,4,0,1,1,1,0,0,None,Raid,4,1,0,0,0,None,No military action,1,1,1,3,0,1,1,1,Attack,Attack,None,No,No,No,None,None
4589,4589.001,910,PNG,850,INS,17,7,2008,2008,17,7,2008,Statlemate,None,None,Raid,4,0,1,1,0,0,0,None,No military action,1,1,1,0,0,None,Raid,4,1,3,1,0,1,1,1,Attack,None,Attack,No,No,No,None,None
4590,4590.001,750,IND,771,BNG,18,7,2008,2008,18,7,2008,Statlemate,None,0-25,Clash,4,1,1,1,1,0,0,None,Clash,4,1,0,0,0,0-25,Clash,4,1,3,1,0,1,1,1,Clash,Clash,Clash,No,No,No,None,None
4590,4590.001,771,BNG,750,IND,18,7,2008,2008,18,7,2008,Statlemate,None,0-25,Clash,4,1,1,1,0,0,0,0-25,Clash,4,1,1,0,0,None,Clash,4,1,1,3,0,1,1,1,Clash,Clash,Clash,No,No,No,None,None
4591,4591.001,771,BNG,775,MYA,3,11,2008,2008,6,4,2009,Ongoing,Ongoing,None,Fortify border,3,0,1,1,1,0,0,None,Show of troops,3,1,0,0,0,None,Fortify border,3,1,1,3,0,1,59,59,Fortify Border,Show of Force,Fortify Border,No,No,No,None,None
4591,4591.001,771,BNG,775,MYA,3,11,2008,2009,6,4,2009,Statlemate,None,None,Fortify border,3,0,1,1,1,0,0,None,Show of troops,3,1,0,0,0,None,Fortify border,3,1,1,3,0,2,97,156,Fortify Border,Show of Force,Fortify Border,No,No,No,None,None
4591,4591.001,775,MYA,771,BNG,3,11,2008,2008,6,4,2009,Ongoing,Ongoing,None,Fortify border,3,0,1,1,0,0,0,None,Fortify border,3,1,1,0,0,None,Show of troops,3,1,3,1,0,1,59,59,Fortify Border,Fortify Border,Show of Force,No,No,No,None,None
4591,4591.001,775,MYA,771,BNG,3,11,2008,2009,6,4,2009,Statlemate,None,None,Fortify border,3,0,1,1,0,0,0,None,Fortify border,3,1,1,0,0,None,Show of troops,3,1,3,1,0,2,97,156,Fortify Border,Fortify Border,Show of Force,No,No,No,None,None
4592,4592.001,750,IND,771,BNG,25,12,2008,2008,28,12,2008,Compromise,Negotiated,None,Show of Ships,3,0,1,1,1,0,0,None,Show of Ships,3,1,0,0,0,None,Show of Ships,3,1,1,3,0,1,4,4,Show of Force,Show of Force,Show of Force,No,No,No,None,None
4592,4592.001,771,BNG,750,IND,25,12,2008,2008,28,12,2008,Compromise,Negotiated,None,Show of Ships,3,0,1,1,0,0,0,None,Show of Ships,3,1,1,0,0,None,Show of Ships,3,1,3,1,0,1,4,4,Show of Force,Show of Force,Show of Force,No,No,No,None,None
4593,4593.001,750,IND,771,BNG,28,2,2009,2009,31,12,2010,Ongoing,Ongoing,None,Clash,4,1,1,1,1,0,0,None,Clash,4,1,0,0,0,None,Clash,4,1,1,3,0,1,307,307,Clash,Clash,Clash,No,No,No,None,None
4593,4593.001,750,IND,771,BNG,28,2,2009,2010,31,12,2010,Statlemate,None,0-25,Clash,4,1,1,1,1,0,0,0-25,Clash,4,1,0,0,0,0-25,Clash,4,1,1,3,0,2,365,672,Clash,Clash,Clash,No,No,No,None,None
4593,4593.001,771,BNG,750,IND,28,2,2009,2009,31,12,2010,Ongoing,Ongoing,None,Clash,4,1,1,1,0,0,0,None,Clash,4,1,1,0,0,None,Clash,4,1,3,1,0,1,307,307,Clash,Clash,Clash,No,No,No,None,None
4593,4593.001,771,BNG,750,IND,28,2,2009,2010,31,12,2010,Statlemate,None,0-25,Clash,4,1,1,1,0,0,0,0-25,Clash,4,1,1,0,0,0-25,Clash,4,1,3,1,0,2,365,672,Clash,Clash,Clash,No,No,No,None,None
4594,4594.001,630,IRN,700,AFG,23,4,2009,2009,23,4,2009,Statlemate,None,0-25,Clash,4,1,1,1,1,0,0,0-25,Clash,4,1,0,0,0,None,Clash,4,1,1,3,0,1,1,1,Clash,Clash,Clash,No,No,No,None,None
4594,4594.001,700,AFG,630,IRN,23,4,2009,2009,23,4,2009,Statlemate,None,0-25,Clash,4,1,1,1,0,0,0,None,Clash,4,1,1,0,0,0-25,Clash,4,1,3,1,0,1,1,1,Clash,Clash,Clash,No,No,No,None,None
4595,4595.001,775,MYA,800,THI,27,4,2009,2009,27,4,2009,Statlemate,None,None,Raid,4,0,1,1,1,0,0,None,Raid,4,1,0,0,0,None,No military action,1,1,1,3,0,1,1,1,Attack,Attack,None,No,No,No,None,None
4595,4595.001,800,THI,775,MYA,27,4,2009,2009,27,4,2009,Statlemate,None,None,Raid,4,0,1,1,0,0,0,None,No military action,1,1,1,0,0,None,Raid,4,1,3,1,0,1,1,1,Attack,None,Attack,No,No,No,None,None
4596,4596.001,771,BNG,775,MYA,8,10,2009,2009,29,12,2009,Statlemate,None,None,Fortify border,3,0,1,1,1,0,0,None,Fortify border,3,1,0,1,2,None,Fortify border,3,1,3,1,0,1,83,83,Fortify Border,Fortify Border,Fortify Border,No,No,No,None,None
4596,4596.001,775,MYA,771,BNG,8,10,2009,2009,29,12,2009,Statlemate,None,None,Fortify border,3,0,1,1,0,1,2,None,Fortify border,3,1,1,0,0,None,Fortify border,3,1,1,3,0,1,83,83,Fortify Border,Fortify Border,Fortify Border,No,No,No,None,None
4597,4597.001,630,IRN,770,PAK,23,10,2009,2009,23,10,2009,Statlemate,None,None,Fortify border,3,0,1,1,1,0,0,None,Fortify border,3,1,0,0,0,None,No military action,1,1,1,3,0,1,1,1,Fortify Border,Fortify Border,None,No,No,No,None,None
4597,4597.001,770,PAK,630,IRN,23,10,2009,2009,23,10,2009,Statlemate,None,None,Fortify border,3,0,1,1,0,0,0,None,No military action,1,1,1,0,0,None,Fortify border,3,1,3,1,0,1,1,1,Fortify Border,None,Fortify Border,No,No,No,None,None
4598,4598.001,2,USA,770,PAK,27,9,2010,2010,31,12,2010,Statlemate,None,0-25,Clash,4,1,1,1,1,1,2,None,Clash,4,1,0,0,0,0-25,Clash,4,1,1,3,0,1,96,96,Clash,Clash,Clash,No,No,No,None,None
4598,4598.001,770,PAK,2,USA,27,9,2010,2010,31,12,2010,Statlemate,None,0-25,Clash,4,1,1,1,0,0,0,0-25,Clash,4,1,1,1,2,None,Clash,4,1,3,1,0,1,96,96,Clash,Clash,Clash,No,No,No,None,None
4599,4599.001,630,IRN,700,AFG,12,10,2010,2010,31,12,2010,Unclear,Unclear,None,Seizure,4,0,1,1,1,0,0,None,Seizure,4,1,0,0,0,None,Seizure,4,1,1,3,0,1,81,81,Seizure of material/personnel,Seizure of material/personnel,Seizure of material/personnel,No,No,No,None,None
4599,4599.001,700,AFG,630,IRN,12,10,2010,2010,31,12,2010,Unclear,Unclear,None,Seizure,4,0,1,1,0,0,0,None,Seizure,4,1,1,0,0,None,Seizure,4,1,3,1,0,1,81,81,Seizure of material/personnel,Seizure of material/personnel,Seizure of material/personnel,No,No,No,None,None
4601,4601.001,2,USA,365,RUS,12,4,2014,2014,18,9,2014,Unclear,None,None,Show of troops,3,1,1,1,0,0,0,None,No military action,1,1,1,0,0,None,Show of troops,3,1,3,1,0,1,160,160,Show of Force,None,Show of Force,No,No,Yes,None,None
4601,4601.001,365,RUS,2,USA,12,4,2014,2014,18,9,2014,Unclear,None,None,Show of troops,3,1,1,1,1,0,0,None,Show of troops,3,1,0,0,0,None,No military action,1,1,1,3,0,1,160,160,Show of Force,Show of Force,None,No,No,Yes,None,None
4602,4602.001,2,USA,630,IRN,25,12,2011,2011,13,1,2012,Ongoing,Ongoing,None,Show of troops,3,0,1,1,0,1,2,None,No military action,1,1,1,1,2,None,Show of troops,3,1,3,1,0,1,7,7,Show of Force,None,Show of Force,No,No,Yes,None,None
4602,4602.001,2,USA,630,IRN,25,12,2011,2012,13,1,2012,Unclear,None,None,Show of troops,3,0,1,1,0,1,2,None,No military action,1,1,1,1,2,None,Show of troops,3,1,3,1,0,2,13,20,Show of Force,None,Show of Force,No,No,Yes,None,None
4602,4602.001,630,IRN,2,USA,25,12,2011,2011,13,1,2012,Ongoing,Ongoing,None,Show of troops,3,0,1,1,1,1,2,None,Show of troops,3,1,0,1,2,None,No military action,1,1,1,3,0,1,7,7,Show of Force,Show of Force,None,No,No,Yes,None,None
4602,4602.001,630,IRN,2,USA,25,12,2011,2012,13,1,2012,Unclear,None,None,Show of troops,3,0,1,1,1,1,2,None,Show of troops,3,1,0,1,2,None,No military action,1,1,1,3,0,2,13,20,Show of Force,Show of Force,None,No,No,Yes,None,None
4603,4603.001,2,USA,630,IRN,1,11,2012,2012,12,3,2013,Ongoing,Ongoing,None,Raid,4,0,1,1,0,1,2,None,No military action,1,1,1,1,2,None,Raid,4,1,3,1,0,1,61,61,Attack,None,Attack,No,No,Yes,None,None
4603,4603.001,2,USA,630,IRN,1,11,2012,2013,12,3,2013,Unclear,None,None,Raid,4,0,1,1,0,1,2,None,No military action,1,1,1,1,2,None,Raid,4,1,3,1,0,2,71,132,Attack,None,Attack,No,No,Yes,None,None
4603,4603.001,630,IRN,2,USA,1,11,2012,2012,12,3,2013,Ongoing,Ongoing,None,Raid,4,0,1,1,1,1,2,None,Raid,4,1,0,1,2,None,No military action,1,1,1,3,0,1,61,61,Attack,Attack,None,No,No,Yes,None,None
4603,4603.001,630,IRN,2,USA,1,11,2012,2013,12,3,2013,Unclear,None,None,Raid,4,0,1,1,1,1,2,None,Raid,4,1,0,1,2,None,No military action,1,1,1,3,0,2,71,132,Attack,Attack,None,No,No,Yes,None,None
4604,4604.001,2,USA,700,AFG,14,4,2014,2014,10,9,2014,Unclear,None,None,Raid,4,0,1,1,1,0,0,None,Raid,4,1,0,0,0,None,No military action,1,1,1,3,0,1,150,150,Attack,Attack,None,No,No,Yes,None,None
4604,4604.001,700,AFG,2,USA,14,4,2014,2014,10,9,2014,Unclear,None,None,Raid,4,0,1,1,0,0,0,None,No military action,1,1,1,0,0,None,Raid,4,1,3,1,0,1,150,150,Attack,None,Attack,No,No,Yes,None,None
4605,4605.001,2,USA,710,CHN,5,12,2013,2013,5,12,2013,Unclear,None,None,Show of Ships,3,0,1,1,0,1,2,None,No military action,1,1,1,1,2,None,Show of Ships,3,1,3,1,0,1,1,1,Show of Force,None,Show of Force,No,No,Yes,None,None
4605,4605.001,710,CHN,2,USA,5,12,2013,2013,5,12,2013,Unclear,None,None,Show of Ships,3,0,1,1,1,1,2,None,Show of Ships,3,1,0,1,2,None,No military action,1,1,1,3,0,1,1,1,Show of Force,Show of Force,None,No,No,Yes,None,None
